Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
Robert Morris Colonials,.467,.361,.666,11.771428571428572,23.285714285714285,12.371428571428572,7.628571428571429,2.2857142857142856,14.857142857142858,21.62857142857143,1
Saint Mary's Gaels,.528,.406,.761,10.882352941176471,25.705882352941178,15.970588235294118,4.9411764705882355,5.176470588235294,11.588235294117647,16.470588235294116,3
Sam Houston State Bearkats,.524,.370,.703,12.424242424242424,25.363636363636363,20.393939393939394,7.787878787878788,2.5757575757575757,13.393939393939394,20.03030303030303,1
San Diego State Aztecs,.543,.317,.621,13.058823529411764,23.91176470588235,13.470588235294118,7.382352941176471,4.588235294117647,13.323529411764707,16.235294117647058,1
Siena Saints,.497,.321,.673,13.0,25.529411764705884,14.294117647058824,8.764705882352942,3.5,12.294117647058824,13.852941176470589,1
Syracuse Orange,.571,.391,.677,11.914285714285715,26.285714285714285,19.228571428571428,9.6,6.314285714285714,15.2,14.714285714285714,3
Temple Owls,.484,.337,.689,10.771428571428572,25.82857142857143,14.714285714285714,4.6571428571428575,2.9714285714285715,10.228571428571428,14.885714285714286,1
Tennessee Volunteers,.518,.320,.671,11.91891891891892,24.64864864864865,14.324324324324325,7.837837837837838,3.675675675675676,13.243243243243244,19.81081081081081,4
Texas A&M Aggies,.494,.335,.661,11.764705882352942,25.058823529411764,12.264705882352942,6.5588235294117645,3.323529411764706,12.264705882352942,18.205882352941178,2
Texas Longhorns,.509,.345,.633,14.794117647058824,27.11764705882353,14.382352941176471,7.911764705882353,5.705882352941177,13.647058823529411,19.705882352941178,1
UNLV Rebels,.532,.332,.716,9.911764705882353,23.88235294117647,16.205882352941178,7.823529411764706,3.4411764705882355,11.617647058823529,20.323529411764707,1
Utah State Aggies,.520,.414,.758,10.342857142857143,25.02857142857143,16.685714285714287,4.628571428571429,3.5142857142857142,10.228571428571428,16.057142857142857,1
UTEP Miners,.534,.343,.673,9.787878787878787,26.363636363636363,14.787878787878787,8.727272727272727,3.6363636363636362,13.181818181818182,19.484848484848484,1
Vanderbilt Commodores,.514,.368,.721,10.93939393939394,25.333333333333332,13.212121212121213,5.696969696969697,5.181818181818182,13.575757575757576,19.151515151515152,1
Vermont Catamounts,.485,.317,.687,12.371428571428572,24.514285714285716,12.085714285714285,6.828571428571428,4.0285714285714285,13.914285714285715,18.142857142857142,1
Villanova Wildcats,.503,.373,.755,13.363636363636363,25.181818181818183,13.575757575757576,7.848484848484849,4.03030303030303,13.696969696969697,22.151515151515152,2
Wake Forest Demon Deacons,.472,.308,.657,14.935483870967742,27.193548387096776,11.903225806451612,7.129032258064516,5.225806451612903,15.193548387096774,20.129032258064516,2
Washington Huskies,.495,.336,.720,13.222222222222221,24.666666666666668,14.305555555555555,7.333333333333333,4.194444444444445,12.777777777777779,21.27777777777778,3
West Virginia Mountaineers,.480,.337,.704,15.394736842105264,23.210526315789473,15.5,5.605263157894737,4.078947368421052,11.868421052631579,18.05263157894737,5
Winthrop Eagles,.426,.248,.644,13.636363636363637,25.03030303030303,10.484848484848484,8.575757575757576,4.090909090909091,12.181818181818182,18.848484848484848,0.5
Wisconsin Badgers,.500,.357,.732,9.696969696969697,22.303030303030305,12.484848484848484,5.666666666666667,3.4242424242424243,8.757575757575758,16.272727272727273,2
Wofford Terriers,.481,.350,.669,11.485714285714286,24.02857142857143,13.4,6.914285714285715,2.1142857142857143,11.885714285714286,17.742857142857144,1
Xavier Musketeers,.501,.377,.711,12.685714285714285,27.742857142857144,14.114285714285714,6.714285714285714,3.7714285714285714,12.914285714285715,18.914285714285715,3
