Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
Florida A&M Rattlers,.467,.347,.708,FLAG,FLAG,12.65625,8.46875,1.59375,16.78125,21.65625,.444,.852,20.3,1.1,2.4,.437,.739,14.3,2.5,2.3,.530,.725,9.6,0.6,1.7,1
Florida Gators,.548,.377,.750,9.870967741935484,25.0,15.870967741935484,6.451612903225806,3.161290322580645,14.64516129032258,18.903225806451612,.516,.859,17.9,3.6,2.2,.556,.824,15.8,2.8,3.0,.593,.772,13.3,2.8,2.1,1
Georgia Tech Yellow Jackets,.513,.366,.692,11.289473684210526,26.13157894736842,15.236842105263158,8.894736842105264,4.526315789473684,15.210526315789474,20.92105263157895,.447,.780,14.9,1.4,1.9,.516,.802,12.5,5.6,3.1,.513,.800,11.0,1.4,1.5,6
Gonzaga Bulldogs,.553,.397,.750,11.225806451612904,28.451612903225808,17.93548387096774,6.193548387096774,3.7419354838709675,13.483870967741936,16.129032258064516,.527,.708,15.5,1.5,2.4,.525,.830,14.6,6.7,3.0,.569,.748,14.2,1.5,1.7,2
Illinois Fighting Illini,.530,.349,.695,11.545454545454545,23.333333333333332,17.12121212121212,6.787878787878788,3.696969696969697,12.151515151515152,18.727272727272727,.421,.787,14.0,6.2,2.5,.484,.671,13.3,4.5,2.0,.608,.638,11.6,0.7,1.3,3
Kansas Jayhawks,.519,.335,.707,12.393939393939394,27.09090909090909,17.333333333333332,7.03030303030303,5.0,14.696969696969697,20.03030303030303,.542,.811,17.8,1.2,2.2,.525,.669,15.5,3.5,2.4,.583,.667,11.3,0.8,1.1,4
Kentucky Wildcats,.524,.357,.697,11.59375,24.65625,15.75,7.78125,3.4375,14.625,18.25,.473,.760,16.2,1.4,1.7,.601,.629,14.5,2.8,2.1,.517,.763,11.1,1.1,1.5,2
Lafayette Leopards,.531,.400,.713,8.892857142857142,25.678571428571427,15.321428571428571,5.535714285714286,5.142857142857143,15.321428571428571,18.035714285714285,.480,.861,14.8,5.1,3.0,.482,.688,13.4,2.0,2.2,.473,.750,9.4,0.7,1.3,1
Lehigh Mountain Hawks,.464,.346,.716,11.516129032258064,25.0,13.290322580645162,7.387096774193548,3.4838709677419355,14.516129032258064,18.612903225806452,.431,.701,15.5,4.9,3.0,.374,.767,11.6,1.4,2.6,.600,.792,7.0,0.5,1.2,0.5
Liberty Flames,.493,.307,.676,13.363636363636363,24.060606060606062,13.969696969696969,8.848484848484848,3.1515151515151514,16.0,19.515151515151516,.529,.776,13.7,1.8,2.5,.436,.714,13.2,2.0,2.3,.545,.826,10.5,1.0,1.2,1
Louisville Cardinals,.475,.338,.749,11.7,25.833333333333332,15.333333333333334,8.3,5.033333333333333,13.766666666666667,20.533333333333335,.524,.797,16.4,4.7,2.8,.463,.716,11.1,1.4,1.6,.382,.844,10.8,1.9,1.9,1
Loyola (IL) Ramblers,.493,.288,.651,12.551724137931034,23.689655172413794,12.89655172413793,7.758620689655173,4.379310344827586,15.724137931034482,19.379310344827587,.477,.730,17.0,1.1,3.3,.513,.683,11.3,1.3,2.0,.525,.676,10.4,2.0,2.0,1
Manhattan Jaspers,.471,.368,.761,12.064516129032258,22.741935483870968,10.903225806451612,9.258064516129032,4.129032258064516,12.741935483870968,20.516129032258064,.478,.863,24.0,1.6,2.4,.473,.774,13.1,1.3,1.7,.479,.722,10.9,1.2,1.5,2
Maryland Terrapins,.474,.337,.631,15.15625,26.15625,14.09375,8.5625,6.71875,15.15625,19.71875,.511,.702,15.4,5.0,3.1,.427,.472,13.1,1.2,2.3,.498,.657,12.2,1.7,2.2,2
Memphis Tigers,.464,.359,.657,13.4,24.566666666666666,14.166666666666666,7.266666666666667,5.0,12.766666666666667,18.1,.476,.725,17.4,1.1,2.4,.511,.632,16.0,5.5,2.5,.405,.685,13.0,1.1,1.6,2
Michigan State Spartans,.534,.401,.771,9.0,21.333333333333332,14.7,7.133333333333334,1.8,14.6,21.0,.581,.799,15.8,2.0,2.5,.588,.754,13.8,3.9,1.9,.557,.800,10.7,2.0,1.4,1
Mississippi State Bulldogs,.517,.354,.664,14.8,26.233333333333334,13.866666666666667,9.333333333333334,4.4,15.266666666666667,16.3,.549,.634,16.9,1.2,2.4,.462,.742,15.0,4.8,3.3,.507,.791,13.1,1.4,1.8,2
Monmouth Hawks,.458,.350,.740,9.181818181818182,23.78787878787879,13.757575757575758,7.636363636363637,2.5454545454545454,13.515151515151516,17.545454545454547,.466,.764,16.3,1.6,2.7,.414,.757,12.3,2.1,1.8,.503,.690,7.4,0.5,1.3,1
Murray State Racers,.570,.340,.710,12.235294117647058,24.852941176470587,18.705882352941178,7.970588235294118,4.294117647058823,14.0,18.08823529411765,.661,.693,14.6,1.9,1.3,.528,.707,12.7,1.3,2.2,.539,.759,11.7,2.5,1.1,1
NC State Wolfpack,.535,.345,.799,10.225806451612904,23.516129032258064,14.64516129032258,6.709677419354839,2.225806451612903,13.548387096774194,18.580645161290324,.542,.828,18.2,3.6,3.1,.533,.813,14.3,1.9,2.3,.624,.850,10.5,1.0,1.3,2
Nevada Wolf Pack,.489,.343,.729,13.205882352941176,25.676470588235293,14.058823529411764,6.411764705882353,4.529411764705882,13.088235294117647,18.352941176470587,.470,.731,18.8,3.4,3.5,.575,.771,12.6,0.5,0.9,.469,.871,11.2,3.9,2.1,3
UNC Tar Heels,.502,.352,.688,15.333333333333334,24.3,17.933333333333334,9.566666666666666,4.0,15.4,18.533333333333335,.531,.748,20.0,2.2,2.5,.468,.689,15.2,1.4,2.4,.500,.724,12.6,1.4,1.6,2
Northern Iowa Panthers,.493,.354,.738,8.64516129032258,25.806451612903224,13.225806451612904,5.32258064516129,2.032258064516129,12.516129032258064,16.677419354838708,.443,.768,14.0,2.4,2.0,.586,.680,12.1,1.0,1.5,.580,.857,11.0,1.1,0.7,1
Oklahoma State Cowboys,.553,.376,.695,11.228571428571428,24.571428571428573,16.02857142857143,7.742857142857143,3.657142857142857,13.371428571428572,18.714285714285715,.550,.675,16.0,3.1,2.8,.514,.887,15.1,4.5,1.9,.586,.709,12.4,1.1,2.1,5
Pacific Tigers,.523,.357,.736,9.212121212121213,24.151515151515152,14.484848484848484,5.878787878787879,3.121212121212121,14.272727272727273,17.0,.547,.839,14.7,3.1,2.1,.530,.762,12.6,0.9,2.0,.580,.667,10.8,0.8,1.7,2
Pitt Panthers,.527,.306,.652,12.944444444444445,23.72222222222222,14.527777777777779,5.972222222222222,4.694444444444445,12.63888888888889,14.777777777777779,.451,.777,15.4,4.5,3.0,.553,.655,11.7,2.8,2.3,.408,.706,11.0,1.8,1.4,3
Princeton Tigers,.568,.338,.711,8.607142857142858,21.964285714285715,13.428571428571429,6.857142857142857,3.2142857142857144,13.285714285714286,18.107142857142858,.557,.734,15.3,2.0,2.8,.627,.688,10.3,2.9,2.4,.617,.933,8.9,3.1,2.0,1
Providence Friars,.508,.362,.720,11.793103448275861,21.862068965517242,15.689655172413794,9.10344827586207,4.931034482758621,14.931034482758621,16.17241379310345,.558,.870,18.9,2.3,2.6,.553,.564,10.8,2.5,3.4,.540,.827,10.4,2.3,1.9,1
Richmond Spiders,.463,.310,.721,12.212121212121213,23.060606060606062,12.303030303030303,7.121212121212121,4.333333333333333,13.090909090909092,18.696969696969695,.472,.819,16.0,2.0,1.8,.464,.756,11.1,2.6,1.5,.352,.658,7.5,1.9,1.1,1
Seton Hall Pirates,.505,.347,.714,11.580645161290322,25.0,13.096774193548388,6.67741935483871,3.064516129032258,13.0,18.483870967741936,.516,.761,17.3,5.9,2.6,.562,.613,13.6,0.6,2.9,.440,.800,12.4,2.3,2.1,2
South Carolina Gamecocks,.493,.327,.674,12.441176470588236,23.558823529411764,14.676470588235293,8.823529411764707,5.235294117647059,13.176470588235293,17.91176470588235,.490,.623,12.2,1.4,1.7,.487,.725,11.8,2.1,2.0,.406,.742,9.9,3.4,2.0,1
Southern Illinois Salukis,.491,.338,.689,13.1,22.133333333333333,14.133333333333333,10.066666666666666,3.033333333333333,12.0,19.2,.524,.578,16.5,2.7,2.3,.487,.777,9.7,1.9,1.7,.504,.790,9.1,2.7,1.5,1
Stanford Cardinal,.520,.364,.751,11.4375,25.375,16.03125,6.4375,4.375,14.15625,17.90625,.536,.821,15.7,2.7,2.2,.456,.862,12.3,3.5,1.9,.572,.605,10.9,1.0,2.0,2
Syracuse Orange,.505,.328,.643,13.64516129032258,24.419354838709676,15.0,7.580645161290323,6.612903225806452,12.774193548387096,17.870967741935484,.519,.692,19.8,2.6,3.1,.375,.872,17.2,3.8,2.5,.540,.535,13.8,5.2,2.0,3
Texas Longhorns,.471,.372,.680,15.666666666666666,25.393939393939394,13.545454545454545,6.636363636363637,3.787878787878788,11.757575757575758,19.545454545454547,.453,.720,13.9,1.4,1.9,.547,.650,10.4,0.8,1.2,.456,.626,9.4,4.3,1.5,3
Texas Tech Red Raiders,.494,.337,.741,11.323529411764707,22.58823529411765,14.852941176470589,8.176470588235293,3.4411764705882355,12.470588235294118,16.529411764705884,.543,.730,20.6,1.8,2.1,.451,.778,11.3,2.6,1.1,.537,.781,10.1,3.1,1.7,2
UConn Huskies,.507,.402,.623,15.025641025641026,29.641025641025642,17.46153846153846,5.9743589743589745,8.076923076923077,13.64102564102564,16.0,.434,.829,18.5,4.5,2.8,.599,.518,17.6,1.0,2.3,.481,.785,11.2,0.8,1.1,7
Utah Utes,.509,.387,.723,10.757575757575758,23.78787878787879,12.909090909090908,4.424242424242424,3.3636363636363638,14.030303030303031,17.151515151515152,.435,.837,16.5,1.3,1.7,.586,.640,12.5,2.2,2.6,.534,.822,9.5,1.0,1.2,1
UTEP Miners,.516,.384,.752,10.25,24.3125,16.34375,7.125,2.6875,13.90625,17.875,.531,.782,15.5,1.1,1.9,.473,.704,11.6,3.5,3.0,.519,.779,11.2,4.8,2.3,1
Valparaiso Crusaders,.498,.308,.705,11.870967741935484,26.29032258064516,15.290322580645162,6.774193548387097,3.129032258064516,16.129032258064516,22.322580645161292,.551,.781,15.7,0.6,1.7,.570,.713,13.1,1.3,2.3,.415,.655,11.3,6.0,4.1,1
Vanderbilt Commodores,.500,.367,.711,11.121212121212121,23.727272727272727,16.393939393939394,7.515151515151516,3.393939393939394,12.696969696969697,17.454545454545453,.452,.788,18.4,0.9,1.0,.429,.774,11.2,2.9,2.0,.480,.730,8.3,0.7,0.8,3
VCU Rams,.512,.392,.606,12.161290322580646,25.225806451612904,13.129032258064516,6.741935483870968,3.870967741935484,16.451612903225808,17.70967741935484,.471,.669,16.3,2.5,2.7,.576,.471,11.8,1.1,3.2,.540,.696,11.2,1.6,2.4,1
Vermont Catamounts,.473,.329,.679,11.612903225806452,24.70967741935484,14.419354838709678,7.032258064516129,2.806451612903226,12.483870967741936,15.32258064516129,.538,.750,24.1,1.4,2.2,.385,.784,14.8,4.6,3.0,.497,.659,6.2,1.4,1.9,1
Wake Forest Demon Deacons,.520,.386,.712,13.451612903225806,23.580645161290324,15.709677419354838,8.935483870967742,3.064516129032258,14.741935483870968,20.677419354838708,.461,.795,17.0,2.8,2.5,.511,.843,14.8,5.9,2.6,.546,.682,12.4,0.6,2.0,3
Washington Huskies,.513,.353,.713,12.32258064516129,23.258064516129032,16.161290322580644,7.290322580645161,2.935483870967742,15.225806451612904,21.516129032258064,.514,.853,13.2,2.7,2.0,.505,.785,12.9,3.3,2.7,.591,.712,12.3,4.6,2.5,1
Western Michigan Broncos,.500,.371,.721,14.483870967741936,23.483870967741936,15.290322580645162,8.903225806451612,2.6774193548387095,13.258064516129032,19.35483870967742,.538,.769,18.9,1.2,1.7,.497,.790,16.0,2.2,2.2,.494,.759,12.6,1.2,1.7,1
Wisconsin Badgers,.502,.337,.719,10.84375,21.9375,13.28125,6.875,2.8125,10.0,15.40625,.540,.792,19.5,4.4,2.1,.615,.682,14.0,0.3,1.3,.551,.744,13.1,1.9,1.5,2
Xavier Musketeers,.479,.376,.689,11.864864864864865,24.0,13.35135135135135,6.8108108108108105,2.3513513513513513,12.405405405405405,16.72972972972973,.498,.709,16.6,3.2,2.8,.456,.829,16.3,2.3,1.7,.536,.495,10.6,0.9,1.6,4
